0	11.703928
1	4.340779
2	2.877329
3	2.216146
4	1.828670
5	1.569932
6	1.382983
7	1.240565
8	1.127865
9	1.036087
10	0.959648
11	0.894821
12	0.839013
13	0.790358
14	0.747478
15	0.709330
16	0.675108
17	0.644181
18	0.616045
19	0.590294
20	0.566598
21	0.544684
22	0.524327
23	0.505337
24	0.487556
25	0.470850
26	0.455102
27	0.440217
28	0.426108
29	0.412704
30	0.399941
31	0.387764
32	0.376125
33	0.364982
34	0.354297
35	0.344038
36	0.334175
37	0.324682
38	0.315536
39	0.306716
40	0.298203
41	0.289979
42	0.282030
43	0.274342
44	0.266900
45	0.259694
46	0.252713
47	0.245946
48	0.239385
49	0.233020
50	0.226844
51	0.220849
52	0.215029
53	0.209376
54	0.203885
55	0.198549
56	0.193364
57	0.188323
58	0.183423
59	0.178658
60	0.174024
61	0.169516
62	0.165132
63	0.160866
64	0.156715
65	0.152676
66	0.148745
67	0.144920
68	0.141196
69	0.137571
70	0.134042
71	0.130606
72	0.127261
73	0.124003
74	0.120832
75	0.117743
76	0.114735
77	0.111805
78	0.108952
79	0.106173
80	0.103466
81	0.100829
82	0.098261
83	0.095759
84	0.093322
85	0.090947
86	0.088634
87	0.086381
88	0.084185
89	0.082046
90	0.079962
91	0.077931
92	0.075952
93	0.074024
94	0.072146
95	0.070316
96	0.068532
97	0.066794
98	0.065100
99	0.063450
100	0.061842
101	0.060275
102	0.058747
103	0.057259
104	0.055809
105	0.054395
106	0.053018
107	0.051676
108	0.050368
109	0.049093
110	0.047850
111	0.046639
112	0.045459
113	0.044309
114	0.043188
115	0.042095
116	0.041031
117	0.039993
118	0.038982
119	0.037996
120	0.037035
121	0.036099
122	0.035186
123	0.034297
124	0.033430
125	0.032585
126	0.031761
127	0.030959
128	0.030176
129	0.029414
130	0.028670
131	0.027946
132	0.027240
133	0.026552
134	0.025881
135	0.025227
136	0.024590
137	0.023969
138	0.023363
139	0.022773
140	0.022198
141	0.021638
142	0.021091
143	0.020559
144	0.020039
145	0.019533
146	0.019040
147	0.018559
148	0.018091
149	0.017634
150	0.017189
151	0.016755
152	0.016332
153	0.015920
154	0.015518
155	0.015126
156	0.014744
157	0.014372
158	0.014009
159	0.013656
160	0.013311
161	0.012975
162	0.012647
163	0.012328
164	0.012017
165	0.011714
166	0.011418
167	0.011130
168	0.010849
169	0.010575
170	0.010308
171	0.010048
172	0.009795
173	0.009548
174	0.009307
